Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF10034002,431284108,HIGHWOODS PROPERTIES INC,8476 ,430496.04 
NPSF10019002,431284108,HIGHWOODS PROPERTIES INC,25619 ,1301189.01 
NPSF10033002,431284108,HIGHWOODS PROPERTIES INC,7754 ,393825.66 
NPSF10037002,431466101,HILL INTERNATIONAL INC,76800 ,391680.00 
NPSF10033002,431475102,HILL-ROM HOLDINGS INC,4109 ,322597.59 
NPSF10013002,431475102,HILL-ROM HOLDINGS INC,6762 ,530884.62 
NPSF10034002,431475102,HILL-ROM HOLDINGS INC,5303 ,416338.53 
NPSF10014002,431571108,HILLENBRAND INC,9733 ,352821.25 
NPSF10013002,436106108,HOLLYFRONTIER CORP,20150 ,496697.50 
NPSF10033002,436106108,HOLLYFRONTIER CORP,32119 ,791733.35 
NPSF10013002,436893200,HOME BANCSHARES INC/AR,12647 ,295307.45 
NPSF10034002,436893200,HOME BANCSHARES INC/AR,16920 ,395082.00 
NPSF10035002,437076102,HOME DEPOT INC/THE,18600 ,2885790.00 
NPSF10014002,43785V102,HOMESTREET INC,3773 ,103002.90 
NPSF10037002,43785V102,HOMESTREET INC,30500 ,832650.00 
NPSF10037002,437872104,HOMETRUST BANCSHARES INC,30475 ,763398.75 
NPSF30017002,438128308,HONDA MOTOR CO LTD,179082 ,5066229.78 
NPSF10014002,43940T109,HOPE BANCORP INC,19420 ,345676.00 
NPSF10014002,440327104,HORACE MANN EDUCATORS CORP,6158 ,236159.30 
NPSF10037002,440407104,HORIZON BANCORP/IN,36750 ,951090.00 
NPSF10013002,44106M102,HOSPITALITY PROPERTIES TRUST,18721 ,548338.09 
NPSF10033002,44106M102,HOSPITALITY PROPERTIES TRUST,29756 ,871553.24 
NPSF10014002,443320106,HUB GROUP INC,5112 ,184287.60 
NPSF10033002,443510607,HUBBELL INC,3594 ,420893.34 
NPSF10013002,443510607,HUBBELL INC,5902 ,691183.22 
NPSF10034002,443510607,HUBBELL INC,4576 ,535895.36 
NPSF10013002,446413106,HUNTINGTON INGALLS INDUSTRIES,5218 ,1013805.22 
NPSF10034002,446413106,HUNTINGTON INGALLS INDUSTRIES,6627 ,1287559.83 
NPSF10037002,448947507,IDT CORP,19955 ,341629.60 
NPSF10014002,44930G107,ICU MEDICAL INC,2269 ,374044.65 
NPSF10030002,44930G107,ICU MEDICAL INC,6209 ,1023553.65 
NPSF10014002,44967H101,ILG INC,16178 ,436967.78 
NPSF10034002,44980X109,IPG PHOTONICS CORP,5379 ,756502.56 
NPSF10013002,44980X109,IPG PHOTONICS CORP,4258 ,598845.12 
NPSF30017002,450737101,IBERDROLA SA,168321 ,5372138.01 
NPSF10033002,45073V108,ITT INC,16205 ,637828.80 
NPSF10019002,45073V108,ITT INC,38965 ,1533662.40 
NPSF10013002,45073V108,ITT INC,9984 ,392970.24 
NPSF30015002,45104G104,ICICI BANK LTD,170500 ,1669195.00 
NPSF10014002,451055107,ICONIX BRAND GROUP INC,8401 ,52254.22 
NPSF10033002,451107106,IDACORP INC,9125 ,805555.00 
NPSF10013002,451107106,IDACORP INC,5701 ,503284.28 
NPSF10013002,45167R104,IDEX CORP,8650 ,941898.50 
NPSF10034002,45167R104,IDEX CORP,10936 ,1190821.04 
NPSF10030002,45245E109,IMAX CORP,24500 ,637000.00 
NPSF10014002,45256B101,IMPAX LABORATORIES INC,11403 ,184158.45 
NPSF10013002,45329R109,INC RESEARCH HOLDINGS INC,6052 ,347990.00 
NPSF10034002,45329R109,INC RESEARCH HOLDINGS INC,7714 ,443555.00 
NPSF10037002,45378A106,INDEPENDENCE REALTY TRUST INC,90400 ,888632.00 
NPSF10014002,45378A106,INDEPENDENCE REALTY TRUST INC,9034 ,88804.22 
NPSF10019002,453836108,INDEPENDENT BANK CORP/ROCKLAND,8113 ,500572.10 
NPSF10014002,453836108,INDEPENDENT BANK CORP/ROCKLAND,4127 ,254635.90 
NPSF10037002,453838609,INDEPENDENT BANK CORP/MI,43250 ,899600.00 
NPSF10019002,45665Q103,INFINITY PROPERTY & CASUALTY C,8349 ,806930.85 
NPSF10014002,45665Q103,INFINITY PROPERTY & CASUALTY C,1701 ,164401.65 
NPSF10014002,45688C107,INGEVITY CORP,6430 ,376605.10 
NPSF10013002,457187102,INGREDION INC,8169 ,938944.86 
NPSF10033002,457187102,INGREDION INC,6890 ,791936.60 
NPSF10034002,457187102,INGREDION INC,4827 ,554815.38 
NPSF10014002,45765U103,INSIGHT ENTERPRISES INC,5422 ,232386.92 
NPSF10014002,45768S105,INNOSPEC INC,3677 ,237534.20 
NPSF10014002,45774N108,INNOPHOS HOLDINGS INC,2997 ,128990.88 
NPSF10014002,45774W108,INSTEEL INDUSTRIES INC,2616 ,85229.28 
NPSF10014002,45778Q107,INSPERITY INC,2853 ,218682.45 
NPSF10014002,45780L104,INOGEN INC,2483 ,222427.14 
NPSF10018002,45780R101,INSTALLED BUILDING PRODUCTS IN,34450 ,1739725.00 
NPSF10014002,45780R101,INSTALLED BUILDING PRODUCTS IN,3105 ,156802.50 
NPSF10014002,45781M101,INNOVIVA INC,12016 ,150800.80 
NPSF10030002,45784P101,INSULET CORP,14786 ,625891.38 
NPSF10014002,457985208,INTEGRA LIFESCIENCES HOLDINGS,9091 ,462095.53 
NPSF10018002,457985208,INTEGRA LIFESCIENCES HOLDINGS,33730 ,1714495.90 
NPSF10013002,458118106,INTEGRATED DEVICE TECHNOLOGY I,15114 ,388429.80 
NPSF10018002,458118106,INTEGRATED DEVICE TECHNOLOGY I,43620 ,1121034.00 
NPSF10034002,458118106,INTEGRATED DEVICE TECHNOLOGY I,19175 ,492797.50 
NPSF10014002,45826H109,INTEGER HOLDINGS CORP,4229 ,175926.40 
NPSF10014002,458334109,INTER PARFUMS INC,2562 ,90310.50 
NPSF10014002,45841N107,INTERACTIVE BROKERS GROUP INC,10388 ,365969.24 
NPSF10014002,458665304,INTERFACE INC,9865 ,203712.25 
NPSF10034002,45867G101,INTERDIGITAL INC/PA,4931 ,400890.30 
NPSF10013002,45867G101,INTERDIGITAL INC/PA,3922 ,318858.60 
NPSF10034002,459044103,INTERNATIONAL BANCSHARES CORP,4108 ,139466.60 
NPSF10013002,459044103,INTERNATIONAL BANCSHARES CORP,6518 ,221286.10 
NPSF10033002,459044103,INTERNATIONAL BANCSHARES CORP,5279 ,179222.05 
NPSF10013002,460335201,INTERNATIONAL SPEEDWAY CORP,2862 ,102030.30 
NPSF10033002,460335201,INTERNATIONAL SPEEDWAY CORP,4603 ,164096.95 
NPSF10019002,460335201,INTERNATIONAL SPEEDWAY CORP,19215 ,685014.75 
NPSF10014002,46116V105,INTL. FCSTONE INC,2258 ,78126.80 
NPSF10014002,461203101,INVACARE CORP,4744 ,68076.40 
NPSF10014002,46145F105,INVESTMENT TECHNOLOGY GROUP IN,4730 ,96302.80 
NPSF10014002,46269C102,IRIDIUM COMMUNICATIONS INC,12067 ,123686.75 
NPSF10014002,462726100,IROBOT CORP,4156 ,395484.96 
NPSF30015002,465562106,ITAU UNIBANCO HOLDING SA,197162 ,2125406.36 
NPSF10014002,465741106,ITRON INC,5054 ,346704.40 
NPSF10037002,46600W106,IXYS CORP,83375 ,1229781.25 
NPSF10019002,466032109,J&J SNACK FOODS CORP,7472 ,997810.88 
NPSF10014002,466032109,J&J SNACK FOODS CORP,2303 ,307542.62 
NPSF30015002,466140100,JGC CORP,43500 ,1339626.00 
NPSF10035002,46625H100,JPMORGAN CHASE & CO,17100 ,1420326.00 
NPSF10013002,466313103,JABIL CIRCUIT INC,20712 ,635029.92 
NPSF10033002,466313103,JABIL CIRCUIT INC,33367 ,1023032.22 
NPSF10013002,466367109,JACK IN THE BOX INC,3335 ,356378.10 
NPSF10034002,466367109,JACK IN THE BOX INC,4209 ,449773.74 
NPSF10013002,477143101,JETBLUE AIRWAYS CORP,38370 ,869080.50 
NPSF10033002,477143101,JETBLUE AIRWAYS CORP,61639 ,1396123.35 
NPSF10018002,477839104,JOHN BEAN TECHNOLOGIES CORP,23120 ,2040340.00 
NPSF10014002,477839104,JOHN BEAN TECHNOLOGIES CORP,4779 ,421746.75 
NPSF10019002,48019R108,JONES ENERGY INC,16545 ,31435.50 
NPSF10013002,48020Q107,JONES LANG LASALLE INC,5159 ,608762.00 
NPSF10033002,48020Q107,JONES LANG LASALLE INC,8287 ,977866.00 
NPSF10013002,48123V102,J2 GLOBAL INC,5468 ,478395.32 
NPSF10034002,48123V102,J2 GLOBAL INC,6918 ,605255.82 
NPSF10033002,48242W106,KBR INC,25941 ,371475.12 
NPSF10013002,48242W106,KBR INC,16002 ,229148.64 
NPSF10013002,482539103,KLX INC,5903 ,291372.08 
NPSF10033002,482539103,KLX INC,9631 ,475386.16 
NPSF10018002,482539103,KLX INC,20360 ,1004969.60 
NPSF10030002,482564101,KMG CHEMICALS INC,9522 ,548562.42 
NPSF10014002,483007704,KAISER ALUMINUM CORP,2673 ,224826.03 
NPSF10014002,483548103,KAMAN CORP,4156 ,204059.60 
NPSF30017002,485537302,KAO CORP,15050 ,946961.05 
NPSF10014002,48562P103,KAPSTONE PAPER AND PACKAGING C,13325 ,288219.75 
NPSF10019002,48562P103,KAPSTONE PAPER AND PACKAGING C,37052 ,801434.76 
NPSF10034002,485865109,KATE SPADE & CO,18453 ,340457.85 
NPSF10013002,485865109,KATE SPADE & CO,14632 ,269960.40 
NPSF10033002,48666K109,KB HOME,15120 ,321904.80 
NPSF10013002,48666K109,KB HOME,9466 ,201531.14 
NPSF10014002,488152208,KELLY SERVICES INC,4379 ,103081.66 
NPSF10033002,488401100,KEMPER CORP,8860 ,345983.00 
NPSF10013002,488401100,KEMPER CORP,5464 ,213369.20 
NPSF10034002,489170100,KENNAMETAL INC,5320 ,207746.00 
NPSF10013002,489170100,KENNAMETAL INC,9164 ,357854.20 
NPSF10033002,489170100,KENNAMETAL INC,7874 ,307479.70 
NPSF10033002,49338L103,KEYSIGHT TECHNOLOGIES INC,14307 ,559117.56 
NPSF10034002,49338L103,KEYSIGHT TECHNOLOGIES INC,14929 ,583425.32 
NPSF10013002,49338L103,KEYSIGHT TECHNOLOGIES INC,20761 ,811339.88 
NPSF10013002,49427F108,KILROY REALTY CORP,11131 ,822024.35 
NPSF10034002,49427F108,KILROY REALTY CORP,14091 ,1040620.35 
NPSF10014002,494580103,KINDRED HEALTHCARE INC,12751 ,137073.25 
NPSF30017002,495724403,KINGFISHER PLC,379347 ,3205482.15 
NPSF10037002,496719105,KINGSTONE COS INC,46400 ,705280.00 
NPSF10013002,497266106,KIRBY CORP,6147 ,418610.70 
NPSF10033002,497266106,KIRBY CORP,9878 ,672691.80 
NPSF10019002,497266106,KIRBY CORP,8753 ,596079.30 
NPSF10037002,497498105,KIRKLAND'S INC,76425 ,694703.25 
NPSF10014002,497498105,KIRKLAND'S INC,2184 ,19852.56 
NPSF10014002,49803T300,KITE REALTY GROUP TRUST,12741 ,233032.89 
NPSF10019002,498904200,KNOLL INC,24338 ,539816.84 
NPSF10014002,499064103,KNIGHT TRANSPORTATION INC,10194 ,341499.00 
NPSF10013002,49926D109,KNOWLES CORP,10093 ,177636.80 
NPSF10033002,49926D109,KNOWLES CORP,16126 ,283817.60 
NPSF30017002,500467501,KONINKLIJKE AHOLD DELHAIZE NV,185981 ,4100323.11 
NPSF10014002,500600101,KOPIN CORP,9083 ,32426.31 
NPSF10014002,50060P106,KOPPERS HOLDINGS INC,3206 ,114293.90 
NPSF10014002,500643200,KORN/FERRY INTERNATIONAL,8756 ,288860.44 
NPSF10014002,50077C106,KRATON CORP,4776 ,154742.40 
NPSF30015002,501173207,KUBOTA CORP,17790 ,1424391.93 
NPSF10014002,501242101,KULICKE & SOFFA INDUSTRIES INC,10844 ,243556.24 
NPSF10014002,50187A107,LHC GROUP INC,2233 ,135744.07 
NPSF10014002,50187T106,LGI HOMES INC,2550 ,84609.00 
NPSF10030002,50189K103,LCI INDUSTRIES,17688 ,1585729.20 
NPSF10014002,50189K103,LCI INDUSTRIES,3781 ,338966.65 
NPSF30015002,502117203,L'OREAL SA,90980 ,3900312.60 
NPSF10014002,502160104,LSB INDUSTRIES INC,3055 ,28380.95 
NPSF10014002,502175102,LTC PROPERTIES INC,6033 ,292902.15 
NPSF10014002,50218P107,LSC COMMUNICATIONS INC,4921 ,108852.52 
NPSF30015002,502441306,LVMH MOET HENNESSY LOUIS VUITT,39390 ,2025158.07 
NPSF10014002,505336107,LA-Z-BOY INC,7468 ,202756.20 
NPSF10037002,511637100,LAKELAND BANCORP INC,46225 ,880586.25 
NPSF10034002,512816109,LAMAR ADVERTISING CO,11886 ,841172.22 
NPSF10013002,512816109,LAMAR ADVERTISING CO,9401 ,665308.77 
NPSF10033002,513272104,LAMB WESTON HOLDINGS INC,9671 ,457631.72 
NPSF10013002,513272104,LAMB WESTON HOLDINGS INC,15752 ,745384.64 
NPSF10034002,513272104,LAMB WESTON HOLDINGS INC,12359 ,584827.88 
NPSF10013002,513847103,LANCASTER COLONY CORP,2209 ,282310.20 
NPSF10034002,513847103,LANCASTER COLONY CORP,2833 ,362057.40 
NPSF10037002,514766104,LANDEC CORP,61550 ,861700.00 
NPSF10014002,51476K103,LANDAUER INC,1441 ,72842.55 
NPSF10034002,515098101,LANDSTAR SYSTEM INC,6001 ,509184.85 
NPSF10013002,515098101,LANDSTAR SYSTEM INC,4730 ,401340.50 
NPSF10014002,516012101,LANNETT CO INC,4400 ,87780.00 
NPSF10014002,516544103,LANTHEUS HOLDINGS INC,4179 ,69998.25 
NPSF10033002,517942108,LASALLE HOTEL PROPERTIES,20690 ,597941.00 
NPSF10013002,517942108,LASALLE HOTEL PROPERTIES,12746 ,368359.40 
NPSF10014002,52471Y106,LEGACYTEXAS FINANCIAL GROUP IN,6358 ,228824.42 
NPSF10013002,524901105,LEGG MASON INC,9928 ,376072.64 
NPSF10019002,524901105,LEGG MASON INC,16750 ,634490.00 
NPSF10033002,524901105,LEGG MASON INC,15873 ,601269.24 
NPSF10013002,525327102,LEIDOS HOLDINGS INC,16236 ,915223.32 
NPSF10033002,525327102,LEIDOS HOLDINGS INC,26006 ,1465958.22 
NPSF10014002,525558201,LEMAITRE VASCULAR INC,1902 ,59836.92 
NPSF10014002,52603B107,LENDINGTREE INC,1127 ,184151.80 
NPSF10035002,526057104,LENNAR CORP,43300 ,2248569.00 
NPSF10013002,526107107,LENNOX INTERNATIONAL INC,4405 ,783253.05 
NPSF10034002,526107107,LENNOX INTERNATIONAL INC,5548 ,986489.88 
NPSF10014002,529043101,LEXINGTON REALTY TRUST,33071 ,323103.67 
NPSF10019002,529043101,LEXINGTON REALTY TRUST,89241 ,871884.57 
NPSF10013002,531172104,LIBERTY PROPERTY TRUST,16745 ,702285.30 
NPSF10034002,531172104,LIBERTY PROPERTY TRUST,21096 ,884766.24 
NPSF10013002,53219L109,LIFEPOINT HEALTH INC,4563 ,283362.30 
NPSF10033002,53219L109,LIFEPOINT HEALTH INC,7323 ,454758.30 
NPSF10014002,53220K504,LIGAND PHARMACEUTICALS INC,2876 ,316848.92 
NPSF10013002,53223X107,LIFE STORAGE INC,5262 ,393492.36 
NPSF10033002,53223X107,LIFE STORAGE INC,8530 ,637873.40 
NPSF10019002,53223X107,LIFE STORAGE INC,7370 ,551128.60 
NPSF10037002,532257805,LIGHTPATH TECHNOLOGIES INC,57200 ,185900.00 
NPSF10013002,533900106,LINCOLN ELECTRIC HOLDINGS INC,7014 ,643744.92 
NPSF10034002,533900106,LINCOLN ELECTRIC HOLDINGS INC,8865 ,813629.70 
NPSF30015002,535223200,LINDE AG,105990 ,2058961.74 
NPSF10014002,535555106,LINDSAY CORP,1631 ,140070.28 
NPSF10018002,535919500,LIONS GATE ENTERTAINMENT CORP,54723 ,1424439.69 
NPSF10014002,53635B107,LIQUIDITY SERVICES INC,3657 ,23404.80 
NPSF10030002,536797103,LITHIA MOTORS INC,13773 ,1285847.28 
NPSF10018002,536797103,LITHIA MOTORS INC,4050 ,378108.00 
NPSF10014002,536797103,LITHIA MOTORS INC,3656 ,341324.16 
NPSF10013002,537008104,LITTELFUSE INC,2602 ,430214.68 
NPSF10034002,537008104,LITTELFUSE INC,3252 ,537685.68 
NPSF10034002,538034109,LIVE NATION ENTERTAINMENT INC,10007 ,347943.39 
NPSF10013002,538034109,LIVE NATION ENTERTAINMENT INC,15039 ,522906.03 
NPSF10033002,538034109,LIVE NATION ENTERTAINMENT INC,11541 ,401280.57 
NPSF10014002,538146101,LIVEPERSON INC,7982 ,78622.70 
NPSF30017002,539439109,LLOYDS BANKING GROUP PLC,1405329 ,5213770.59 
NPSF10034002,54142L109,LOGMEIN INC,7546 ,852698.00 
NPSF10013002,54142L109,LOGMEIN INC,5971 ,674723.00 
NPSF10033002,546347105,LOUISIANA-PACIFIC CORP,26521 ,602822.33 
NPSF10013002,546347105,LOUISIANA-PACIFIC CORP,16475 ,374476.75 
NPSF10030002,546347105,LOUISIANA-PACIFIC CORP,48012 ,1091312.76 
NPSF10014002,55003T107,LUMBER LIQUIDATORS HOLDINGS IN,4239 ,123312.51 
NPSF10014002,55024U109,LUMENTUM HOLDINGS INC,8445 ,494454.75 
NPSF10014002,55027E102,LUMINEX CORP,5850 ,121563.00 
NPSF10014002,550283105,LUMOS NETWORKS CORP,3529 ,63239.68 
NPSF10014002,550819106,LYDALL INC,2582 ,132585.70 
NPSF10014002,552074700,WILLIAM LYON HOMES,3510 ,80063.10 
NPSF10035002,55261F104,M&T BANK CORP,11000 ,1745700.00 
NPSF10013002,55264U108,MB FINANCIAL INC,8123 ,341897.07 
NPSF10033002,55264U108,MB FINANCIAL INC,5563 ,234146.67 
NPSF10034002,55264U108,MB FINANCIAL INC,5846 ,246058.14 
NPSF10014002,552676108,MDC HOLDINGS INC,6339 ,215711.07 
NPSF10013002,552690109,MDU RESOURCES GROUP INC,22179 ,608148.18 
NPSF10034002,552690109,MDU RESOURCES GROUP INC,28034 ,768692.28 
NPSF10018002,552848103,MGIC INVESTMENT CORP,104520 ,1122544.80 
NPSF10037002,55305B101,M/I HOMES INC,20775 ,583154.25 
NPSF10014002,55305B101,M/I HOMES INC,3709 ,104111.63 
NPSF10014002,55306N104,MKS INSTRUMENTS INC,8160 ,671976.00 
NPSF10030002,55306N104,MKS INSTRUMENTS INC,15718 ,1294377.30 
NPSF10013002,553498106,MSA SAFETY INC,3621 ,301882.77 
NPSF10034002,553498106,MSA SAFETY INC,4460 ,371830.20 
NPSF10034002,553530106,MSC INDUSTRIAL DIRECT CO INC,6441 ,549417.30 
NPSF10013002,553530106,MSC INDUSTRIAL DIRECT CO INC,5117 ,436480.10 
NPSF10034002,55354G100,MSCI INC,13035 ,1355900.70 
NPSF10013002,55354G100,MSCI INC,10339 ,1075462.78 
NPSF10014002,553777103,MTS SYSTEMS CORP,2498 ,131894.40 
NPSF10014002,55405W104,MYR GROUP INC,2518 ,74255.82 
NPSF10018002,55405Y100,MACOM TECHNOLOGY SOLUTIONS HOL,8060 ,481585.00 
NPSF10013002,554489104,MACK-CALI REALTY CORP,10084 ,270251.20 
NPSF10034002,554489104,MACK-CALI REALTY CORP,7796 ,208932.80 
NPSF10033002,554489104,MACK-CALI REALTY CORP,6370 ,170716.00 
NPSF10014002,556269108,STEVEN MADDEN LTD,8165 ,318843.25 
NPSF10019002,556269108,STEVEN MADDEN LTD,20496 ,800368.80 
NPSF10018002,55825T103,MADISON SQUARE GARDEN CO/THE,6645 ,1308068.25 
NPSF10014002,559079207,MAGELLAN HEALTH INC,3603 ,251309.25 
NPSF10019002,56035L104,MAIN STREET CAPITAL CORP,20282 ,785116.22 
NPSF10037002,56062Y102,MAINSOURCE FINANCIAL GROUP INC,30550 ,1011205.00 
NPSF10013002,562750109,MANHATTAN ASSOCIATES INC,8029 ,383866.49 
NPSF10034002,562750109,MANHATTAN ASSOCIATES INC,6786 ,324438.66 
NPSF10033002,562750109,MANHATTAN ASSOCIATES INC,4223 ,201901.63 
NPSF10013002,56418H100,MANPOWERGROUP INC,7735 ,806064.35 
NPSF10033002,56418H100,MANPOWERGROUP INC,12375 ,1289598.75 
NPSF10014002,564563104,MANTECH INTERNATIONAL CORP/VA,3849 ,150226.47 
NPSF10014002,566330106,MARCUS CORP/THE,2836 ,95147.80 
NPSF10037002,567908108,MARINEMAX INC,38300 ,712380.00 
NPSF10014002,567908108,MARINEMAX INC,3635 ,67611.00 
NPSF10018002,57060D108,MARKETAXESS HOLDINGS INC,4710 ,904178.70 
NPSF10034002,57060D108,MARKETAXESS HOLDINGS INC,5423 ,1041053.31 
NPSF10013002,57060D108,MARKETAXESS HOLDINGS INC,4284 ,822399.48 
NPSF10014002,57164Y107,MARRIOTT VACATIONS WORLDWIDE C,3726 ,443058.66 
NPSF10030002,57164Y107,MARRIOTT VACATIONS WORLDWIDE C,14905 ,1772353.55 
NPSF10037002,573075108,MARTEN TRANSPORT LTD,33500 ,839175.00 
NPSF10014002,573075108,MARTEN TRANSPORT LTD,3470 ,86923.50 
NPSF10035002,573284106,MARTIN MARIETTA MATERIALS INC,11300 ,2575948.00 
NPSF10013002,574795100,MASIMO CORP,5120 ,452608.00 
NPSF10034002,574795100,MASIMO CORP,6444 ,569649.60 
NPSF10018002,574795100,MASIMO CORP,10110 ,893724.00 
NPSF10030002,576323109,MASTEC INC,24092 ,1049206.60 
NPSF10019002,576323109,MASTEC INC,52633 ,2292167.15 
NPSF10013002,576485205,MATADOR RESOURCES CO,8870 ,208001.50 
NPSF10034002,576485205,MATADOR RESOURCES CO,5160 ,121002.00 
NPSF10030002,576485205,MATADOR RESOURCES CO,35622 ,835335.90 
NPSF10033002,576485205,MATADOR RESOURCES CO,7669 ,179838.05 
NPSF10014002,576690101,MATERION CORP,3128 ,107134.00 
NPSF10014002,576853105,MATRIX SERVICE CO,3981 ,34037.55 
NPSF10014002,57686G105,MATSON INC,6596 ,198935.36 
NPSF10019002,57686G105,MATSON INC,16439 ,495800.24 
NPSF10018002,57686G105,MATSON INC,18800 ,567008.00 
NPSF10014002,577128101,MATTHEWS INTERNATIONAL CORP,4930 ,319464.00 
NPSF10019002,57776J100,MAXLINEAR INC,28395 ,878541.30 
NPSF10014002,57776J100,MAXLINEAR INC,7992 ,247272.48 
NPSF10030002,577933104,MAXIMUS INC,20863 ,1301016.68 
NPSF10013002,577933104,MAXIMUS INC,7334 ,457348.24 
NPSF10034002,577933104,MAXIMUS INC,9310 ,580571.60 
NPSF10037002,58409L306,MEDEQUITIES REALTY TRUST INC,74900 ,889063.00 
NPSF10033002,58463J304,MEDICAL PROPERTIES TRUST INC,64916 ,854294.56 
NPSF10013002,58463J304,MEDICAL PROPERTIES TRUST INC,41105 ,540941.80 
NPSF10018002,584688105,MEDICINES CO/THE,28920 ,1148413.20 
NPSF10014002,584688105,MEDICINES CO/THE,10838 ,430376.98 
NPSF10014002,58470H101,MEDIFAST INC,1795 ,76215.70 
NPSF10014002,58471A105,MEDIDATA SOLUTIONS INC,8304 ,607769.76 
NPSF10030002,58471A105,MEDIDATA SOLUTIONS INC,22300 ,1632137.00 
NPSF10013002,58502B106,MEDNAX INC,10748 ,598018.72 
NPSF10033002,58502B106,MEDNAX INC,6535 ,363607.40 
NPSF10034002,58502B106,MEDNAX INC,8319 ,462869.16 
NPSF10037002,58513U101,MEET GROUP INC/THE,124625 ,598200.00 
NPSF10014002,589378108,MERCURY SYSTEMS INC,7262 ,284307.30 
NPSF10013002,589400100,MERCURY GENERAL CORP,4143 ,234949.53 
NPSF10033002,589400100,MERCURY GENERAL CORP,6694 ,379616.74 
NPSF10013002,589433101,MEREDITH CORP,4098 ,224365.50 
NPSF10034002,589433101,MEREDITH CORP,2867 ,156968.25 
NPSF10033002,589433101,MEREDITH CORP,2926 ,160198.50 
NPSF10019002,589433101,MEREDITH CORP,14731 ,806522.25 
NPSF10014002,589584101,MERIDIAN BIOSCIENCE INC,6320 ,87848.00 
NPSF10030002,589889104,MERIT MEDICAL SYSTEMS INC,29424 ,1069562.40 
NPSF10014002,589889104,MERIT MEDICAL SYSTEMS INC,7514 ,273133.90 
NPSF10014002,59001A102,MERITAGE HOMES CORP,5767 ,233851.85 
NPSF10019002,59001A102,MERITAGE HOMES CORP,29676 ,1203361.80 
NPSF10037002,59100U108,META FINANCIAL GROUP INC,6039 ,526298.85 
NPSF10014002,591520200,METHODE ELECTRONICS INC,5614 ,229331.90 
NPSF10013002,59408Q106,MICHAELS COS INC/THE,11876 ,236807.44 
NPSF10033002,59408Q106,MICHAELS COS INC/THE,9623 ,191882.62 
NPSF10034002,59408Q106,MICHAELS COS INC/THE,7397 ,147496.18 
NPSF10035002,594918104,MICROSOFT CORP,37400 ,2621740.00 
NPSF10014002,594972408,MICROSTRATEGY INC,1448 ,269241.12 
NPSF10035002,595017104,MICROCHIP TECHNOLOGY INC,31100 ,2594673.00 
NPSF10034002,595137100,MICROSEMI CORP,16550 ,837761.00 
NPSF10013002,595137100,MICROSEMI CORP,13202 ,668285.24 
NPSF10018002,595137100,MICROSEMI CORP,20650 ,1045303.00 
NPSF10033002,59522J103,MID-AMERICA APARTMENT COMMUNIT,1 ,61.32 
NPSF10013002,59522J103,MID-AMERICA APARTMENT COMMUNIT,1 ,78.69 
NPSF10034002,59522J103,MID-AMERICA APARTMENT COMMUNIT,0 ,13.29 
NPSF10018002,59870L106,MILACRON HOLDINGS CORP,10240 ,182579.20 
NPSF10013002,600544100,HERMAN MILLER INC,6810 ,222346.50 
NPSF10033002,600544100,HERMAN MILLER INC,10893 ,355656.45 
NPSF10014002,602496101,MIMEDX GROUP INC,15143 ,208519.11 
NPSF10013002,603158106,MINERALS TECHNOLOGIES INC,4009 ,297668.25 
NPSF10034002,603158106,MINERALS TECHNOLOGIES INC,5038 ,374071.50 
NPSF10019002,603158106,MINERALS TECHNOLOGIES INC,7242 ,537718.50 
NPSF30015002,606783207,MITSUBISHI ESTATE CO LTD,62840 ,1197227.68 
NPSF10035002,606822104,MITSUBISHI UFJ FINANCIAL GROUP,203700 ,1273125.00 
NPSF10014002,60740F105,MOBILE MINI INC,6775 ,197830.00 
NPSF10013002,60855R100,MOLINA HEALTHCARE INC,4784 ,318997.12 
NPSF10033002,60855R100,MOLINA HEALTHCARE INC,7739 ,516036.52 
NPSF10030002,60877T100,MOMENTA PHARMACEUTICALS INC,49188 ,725523.00 
NPSF10014002,60877T100,MOMENTA PHARMACEUTICALS INC,9589 ,141437.75 
NPSF10014002,609027107,MONARCH CASINO & RESORT INC,1646 ,50301.76 
NPSF10035002,609207105,MONDELEZ INTERNATIONAL INC,40700 ,1910865.00 
NPSF10037002,609720107,MONMOUTH REAL ESTATE INVESTMEN,37975 ,569245.25 
NPSF10013002,609839105,MONOLITHIC POWER SYSTEMS INC,4326 ,426500.34 
NPSF10034002,609839105,MONOLITHIC POWER SYSTEMS INC,5442 ,536526.78 
NPSF10018002,609839105,MONOLITHIC POWER SYSTEMS INC,13160 ,1297444.40 
NPSF10014002,61022P100,MONOTYPE IMAGING HOLDINGS INC,6416 ,127357.60 
NPSF30015002,61022V107,MONOTARO CO LTD,50540 ,1726294.78 
NPSF10014002,610236101,MONRO MUFFLER BRAKE INC,4968 ,249642.00 
NPSF10014002,615394202,MOOG INC,4928 ,351859.20 
NPSF10014002,620071100,MOTORCAR PARTS OF AMERICA INC,2995 ,88741.85 
NPSF10037002,620071100,MOTORCAR PARTS OF AMERICA INC,20750 ,614822.50 
NPSF10014002,624580106,MOVADO GROUP INC,2291 ,50402.00 
NPSF10014002,624756102,MUELLER INDUSTRIES INC,8868 ,257615.40 
NPSF10014002,625383104,MULTI-COLOR CORP,1961 ,171587.50 
NPSF10013002,626755102,MURPHY USA INC,3984 ,279119.04 
