Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF30018002,31417YU54,FNMA    POOL #0MA0603,"90,038.750","94,516.38"
NPSF20015002,31418A6J2,FNMA    POOL #0MA1772,"141,872.110","147,867.63"
NPSF20015002,31418AVV7,FNMA    POOL #0MA1527,"774,814.240","792,859.66"
NPSF20015002,31418AYE2,FNMA    POOL #0MA1608,"661,215.700","689,191.74"
NPSF20015002,31418CGE8,FNMA    POOL #0MA2896,"241,458.550","248,388.41"
NPSF20015002,31418CGZ1,FNMA    POOL #0MA2915,"764,804.960","785,057.00"
NPSF20015002,31418CKH6,FNMA    POOL #0MA2995,"691,947.450","727,077.62"
NPSF20015002,31418CLH5,FNMA    POOL #0MA3027,"313,382.370","329,327.26"
NPSF20015002,31418CMG6,FNMA    POOL #0MA3058,"682,520.910","717,445.50"
NPSF20015002,31418RHG9,FNMA    POOL #0AD3830,"142,599.820","150,401.46"
NPSF30018002,31418TLN5,FNMA    POOL #0AD5732,"206,232.660","216,253.50"
NPSF20015002,31419BAU9,FNMA    POOL #0AE0918,"396,912.910","412,864.84"
LC1F20010002,31419GXM1,FNMA    POOL #0AE6083,"9,463.818","9,975.91"
NPSF10033002,314211103,FEDERATED INVESTORS INC,"8,733.000","271,334.31"
NPSF10034002,314211103,FEDERATED INVESTORS INC,"6,643.000","206,398.01"
NPSF20012002,31428XBM7,FEDEX CORP,"70,000.000","70,824.60"
NPSF30018002,31562QAC1,FIAT CHRYSLER AUTOMOBILES NV,"200,000.000","208,000.00"
NPSF10030002,31572Q808,FIBROGEN INC,"8,259.000","461,265.15"
NPSF20012002,31620MAK2,FIDELITY NATIONAL INFORMATION,"35,000.000","36,072.40"
NPSF20012002,31620MAR7,FIDELITY NATIONAL INFORMATION,"14,000.000","15,590.54"
LC1F10028002,316394105,FIDELITY SOUTHERN CORP,"2,175.000","47,697.75"
NPSF10037002,316394105,FIDELITY SOUTHERN CORP,"29,850.000","654,610.50"
LC1F10028002,317585404,FINANCIAL INSTITUTIONS INC,"2,025.000","66,420.00"
NPSF10037002,317585404,FINANCIAL INSTITUTIONS INC,"27,625.000","906,100.00"
NPSF10033002,31847R102,FIRST AMERICAN FINANCIAL CORP,"19,631.000","1,068,319.02"
LC1F10028002,31866P102,FIRST BANCORP INC/ME,"1,150.000","35,891.50"
NPSF10037002,31866P102,FIRST BANCORP INC/ME,"15,850.000","494,678.50"
NPSF20011002,319963BN3,FIRST DATA CORP 144A,"770,000.000","801,762.50"
NPSF20011002,319963BP8,FIRST DATA CORP 144A,"380,000.000","406,607.60"
NPSF30018002,32008DAA4,FIRST DATA CORP 144A,"187,000.000","194,246.25"
LC1F10029002,320209109,FIRST FINANCIAL BANCORP,"4,634.000","126,508.20"
NPSF10019002,320209109,FIRST FINANCIAL BANCORP,"50,598.000","1,381,325.40"
LC1F10028002,320218100,FIRST FINANCIAL CORP/IN,"1,500.000","71,250.00"
NPSF10037002,320218100,FIRST FINANCIAL CORP/IN,"20,875.000","991,562.50"
NPSF30018002,32027NBX8,FIRST FRANKLIN MORTGAGE FF1 A1,"593,641.900","581,329.77"
NPSF20015002,32027NKU4,FIRST FRANKLIN MORTGAG FF5 A3C,"325,424.000","316,074.57"
NPSF10034002,320517105,FIRST HORIZON NATIONAL CORP,"34,076.000","639,606.52"
NPSF10034002,32054K103,FIRST INDUSTRIAL REALTY TRUST,"17,440.000","538,547.20"
LC1F10028002,320557101,FIRST INTERNET BANCORP,"1,970.000","74,269.00"
NPSF10037002,320557101,FIRST INTERNET BANCORP,"27,160.000","1,023,932.00"
LC1F10029002,32055Y201,FIRST INTERSTATE BANCSYSTEM IN,"2,020.000","79,386.00"
NPSF10019002,32055Y201,FIRST INTERSTATE BANCSYSTEM IN,"20,282.000","797,082.60"
LC1F10029002,320867104,FIRST MIDWEST BANCORP INC/IL,"4,444.000","102,611.96"
NPSF10019002,320867104,FIRST MIDWEST BANCORP INC/IL,"44,621.000","1,030,298.89"
LC1F10026002,33616C100,FIRST REPUBLIC BANK/CA,"3,000.000","292,200.00"
NPSF10035002,33616C100,FIRST REPUBLIC BANK/CA,"23,400.000","2,279,160.00"
NPSF10033002,336433107,FIRST SOLAR INC,"14,446.000","791,929.72"
NPSF30018002,337932AC1,FIRSTENERGY CORP,"850,000.000","1,139,501.50"
NPSF30018002,337932AF4,FIRSTENERGY CORP,"310,000.000","328,097.80"
NPSF30018002,337932AH0,FIRSTENERGY CORP,"250,000.000","255,170.00"
NPSF20015002,33882UAE7,FLATIRON CLO 2014- 1A A1R 144A,"525,000.000","525,000.00"
NPSF10033002,343498101,FLOWERS FOODS INC,"32,677.000","621,843.31"
LC1F10011002,34354P105,FLOWSERVE CORP,"2,200.000","96,954.00"
NPSF10018002,34354P105,FLOWSERVE CORP,"13,130.000","578,639.10"
NPSF20012002,34528QDA9,FORD CREDIT FLOORPLAN MAST 2 A,"1,880,000.000","1,886,805.60"
NPSF20012002,345370CR9,FORD MOTOR CO,"100,000.000","104,205.00"
NPSF20012002,345397VT7,FORD MOTOR CREDIT CO LLC,"430,000.000","437,327.20"
NPSF20012002,345397WR0,FORD MOTOR CREDIT CO LLC,"200,000.000","200,006.00"
NPSF30018002,345397WW9,FORD MOTOR CREDIT CO LLC,"410,000.000","415,994.20"
NPSF20012002,345397XU2,FORD MOTOR CREDIT CO LLC,"200,000.000","209,310.00"
LC1F10011002,34959E109,FORTINET INC,"4,520.000","178,133.20"
NPSF10018002,34959E109,FORTINET INC,"27,065.000","1,066,631.65"
NPSF10034002,34959E109,FORTINET INC,"21,789.000","858,704.49"
NPSF20012002,350910AN5,FOUR TIMES SQUARE T 4TS A 144A,"421,269.805","456,083.54"
LC1F10028002,35352P104,FRANKLIN FINANCIAL NETWORK INC,"1,325.000","45,447.50"
NPSF10037002,35352P104,FRANKLIN FINANCIAL NETWORK INC,"18,350.000","629,405.00"
NPSF30018002,35671DBC8,FREEPORT-MCMORAN INC,"80,000.000","75,200.00"
NPSF30018002,35671DCB9,FREEPORT-MCMORAN INC,"160,000.000","175,019.20"
NPSF30015002,358029106,FRESENIUS MEDICAL CARE AG & CO,"63,450.000","3,069,711.00"
NPSF30018002,35802XAJ2,FRESENIUS MEDICAL CARE US 144A,"260,000.000","280,137.00"
NPSF10033002,35906A306,FRONTIER COMMUNICATIONS CORP,"13,982.532","169,328.46"
NPSF30015002,35952Q106,FUCHS PETROLUB SE,"125,260.000","1,758,149.36"
LC1F10029002,359694106,HB FULLER CO,"2,757.000","156,790.59"
LC1F10011002,359694106,HB FULLER CO,"4,260.000","242,266.20"
NPSF10018002,359694106,HB FULLER CO,"25,460.000","1,447,910.20"
NPSF10019002,359694106,HB FULLER CO,"30,103.000","1,711,957.61"
NPSF10033002,360271100,FULTON FINANCIAL CORP,"15,396.000","280,207.20"
NPSF10034002,360271100,FULTON FINANCIAL CORP,"12,704.000","231,212.80"
NPSF20012002,36143WAS0,GAHR COMMERCIAL M NRF DFX 144A,"305,000.000","307,147.20"
NPSF10034002,361448103,GATX CORP,"2,499.000","148,465.59"
NPSF10033002,361448103,GATX CORP,"3,851.000","228,787.91"
LC1F20010002,361448AQ6,GATX CORP,"210,000.000","218,668.80"
NPSF20015002,36156YAW1,GCO EDUCATION LO 2AR A1RN 144A,"286,903.590","276,305.97"
NPSF10034002,36162J106,GEO GROUP INC/THE,"9,370.000","243,151.50"
NPSF10033002,36162J106,GEO GROUP INC/THE,"10,480.000","271,956.00"
NPSF20011002,36164YAA9,GCP APPLIED TECHNOLOGIES 144A,"148,000.000","165,760.00"
NPSF20011002,36168QAA2,GFL ENVIRONMENTAL INC 144A,"403,000.000","429,698.75"
NPSF20015002,36179R7J2,GNMA II POOL #0MA3597,"823,994.070","855,874.40"
NPSF20015002,36179S2P1,GNMA II POOL #0MA4382,"868,633.800","902,119.63"
NPSF20015002,36179S5L7,GNMA II POOL #0MA4451,"268,817.280","279,180.19"
NPSF20015002,36179S5P8,GNMA II POOL #0MA4454,"287,122.620","308,668.30"
NPSF20015002,36179SB89,GNMA II POOL #0MA3663,"730,338.770","758,544.45"
NPSF30018002,36179SJS7,GNMA II POOL #0MA3873,"2,972,241.280","3,010,137.36"
NPSF20015002,36179SSP3,GNMA II POOL #0MA4126,"867,462.150","878,522.29"
NPSF30018002,36179SYS0,GNMA II POOL #0MA4321,"666,212.400","691,894.89"
NPSF30018002,36179TCY9,GNMA II POOL #0MA4587,"197,965.940","208,612.55"
NPSF30018002,36179TE27,GNMA II POOL #0MA4653,"1,392,457.080","1,468,457.39"
NPSF20011002,36186CBY8,ALLY FINANCIAL INC,"105,000.000","138,862.50"
NPSF30018002,36186CBY8,ALLY FINANCIAL INC,"230,000.000","304,175.00"
NPSF20012002,36192LAA3,GS MORTGAGE SECURI SHOP A 144A,"460,000.000","465,575.20"
NPSF20012002,36192PAJ5,GS MORTGAGE SECURITIES GCJ9 A3,"465,000.000","470,194.05"
NPSF30018002,36228FWE2,GSAMP TRUST 2003-HE2 HE2 A3C,"1,253,282.385","1,238,957.37"
NPSF20015002,3623414S5,GSAMP TRUST 2006-HE1 HE1 A2D,"514,438.610","513,970.47"
NPSF20015002,36241LDP8,GNMA    POOL #0782810,"567,237.060","615,248.00"
NPSF20015002,36241LDX1,GNMA    POOL #0782818,"537,948.670","583,728.10"
NPSF30018002,36251FAY2,GS MORTGAGE SECURITIES GC28 XA,"2,849,930.675","152,585.29"
NPSF30018002,36252CAA0,GS MORTGAGE SECURI 485L A 144A,"250,000.000","259,070.00"
NPSF30018002,36252HAK7,GS MORTGAGE SECURITIES T GS5 C,"250,000.000","254,465.00"
NPSF30018002,36252RAG4,GS MORTGAGE SECURI GC18 D 144A,"820,000.000","702,133.20"
LC1F10028002,36268W100,GAIN CAPITAL HOLDINGS INC,"3,795.000","28,007.10"
NPSF10037002,36268W100,GAIN CAPITAL HOLDINGS INC,"53,215.000","392,726.70"
NPSF30018002,36290TPH6,GNMA    POOL #0617024,"58,256.000","63,408.16"
NPSF30018002,36292EF21,GNMA    POOL #0646485,"9,436.450","10,232.79"
NPSF30018002,36292LD43,GNMA    POOL #0651823,"19,410.550","21,219.03"
NPSF30018002,36292LRY2,GNMA    POOL #0652203,"14,712.210","16,066.03"
NPSF10033002,36467W109,GAMESTOP CORP,"17,847.000","333,560.43"
NPSF20011002,366651AB3,GARTNER INC 144A,"325,000.000","343,687.50"
LC1F10026002,369550108,GENERAL DYNAMICS CORP,"2,300.000","466,854.00"
NPSF10035002,369550108,GENERAL DYNAMICS CORP,"12,200.000","2,476,356.00"
NPSF20012002,369604BG7,GENERAL ELECTRIC CO,"170,000.000","176,998.90"
NPSF30018002,369604BH5,GENERAL ELECTRIC CO,"140,000.000","153,360.20"
NPSF30018002,369622SM8,GENERAL ELECTRIC CO,"130,000.000","142,439.70"
NPSF30018002,36962G3P7,GENERAL ELECTRIC CO,"30,000.000","38,586.30"
NPSF30018002,36962G4B7,GENERAL ELECTRIC CO,"920,000.000","1,325,664.80"
NPSF20015002,36962GX74,GENERAL ELECTRIC CO,"300,000.000","267,258.00"
NPSF20015002,37045VAE0,GENERAL MOTORS CO,"160,000.000","174,454.40"
NPSF30018002,37045VAF7,GENERAL MOTORS CO,"200,000.000","230,854.00"
NPSF20011002,37045VAL4,GENERAL MOTORS CO,"175,000.000","214,163.25"
NPSF20012002,37045VAN0,GENERAL MOTORS CO,"240,000.000","244,243.20"
NPSF20012002,37045XAJ5,GENERAL MOTORS FINANCIAL CO IN,"175,000.000","176,347.50"
NPSF30018002,37045XAW6,GENERAL MOTORS FINANCIAL CO IN,"40,000.000","40,893.60"
NPSF20012002,37045XBS4,GENERAL MOTORS FINANCIAL CO IN,"90,000.000","92,244.60"
NPSF20012002,37045XBT2,GENERAL MOTORS FINANCIAL CO IN,"40,000.000","41,145.60"
NPSF20012002,37045XBY1,GENERAL MOTORS FINANCIAL CO IN,"160,000.000","161,681.60"
NPSF10033002,371559105,GENESEE & WYOMING INC,"5,749.000","412,663.22"
NPSF10034002,371559105,GENESEE & WYOMING INC,"4,202.000","301,619.56"
NPSF10034002,371901109,GENTEX CORP,"41,169.000","799,090.29"
NPSF10033002,37247D106,GENWORTH FINANCIAL INC,"87,960.000","291,147.60"
NPSF20012002,37331NAB7,GEORGIA-PACIFIC LLC 144A,"20,000.000","21,839.60"
NPSF20012002,373334KG5,GEORGIA POWER CO,"90,000.000","90,137.70"
NPSF20012002,373334KH3,GEORGIA POWER CO,"20,000.000","20,071.80"
NPSF10014002,37373ESC5,GERBER SCIENTIFIC INC COM,"5,412.000",0.00
NPSF20012002,375558AW3,GILEAD SCIENCES INC,"40,000.000","42,106.00"
NPSF30018002,375558AW3,GILEAD SCIENCES INC,"160,000.000","168,424.00"
NPSF20015002,375558BA0,GILEAD SCIENCES INC,"200,000.000","218,418.00"
NPSF30018002,375558BA0,GILEAD SCIENCES INC,"30,000.000","32,762.70"
NPSF20012002,375558BC6,GILEAD SCIENCES INC,"150,000.000","155,227.50"
NPSF30018002,375558BD4,GILEAD SCIENCES INC,"80,000.000","90,674.40"
NPSF30018002,375558BF9,GILEAD SCIENCES INC,"150,000.000","156,132.00"
NPSF20012002,375558BF9,GILEAD SCIENCES INC,"30,000.000","31,226.40"
NPSF20015002,375558BF9,GILEAD SCIENCES INC,"100,000.000","104,088.00"
LC1F10028002,377316104,PH GLATFELTER CO,"3,725.000","78,076.00"
NPSF10037002,377316104,PH GLATFELTER CO,"51,050.000","1,070,008.00"
LC1F40020002,37733W105,GLAXOSMITHKLINE PLC,"8,262.000","300,984.66"
NPSF30017002,37733W105,GLAXOSMITHKLINE PLC,"96,228.000","3,505,586.04"
NPSF30018002,378272AF5,GLENCORE FUNDING LLC 144A,"290,000.000","303,809.80"
NPSF30018002,378272AN8,GLENCORE FUNDING LLC 144A,"110,000.000","110,739.20"
NPSF20015002,37952UAE3,GLOBAL SC FINANCE I 1A A2 144A,"168,750.030","166,630.53"
NPSF10033002,379577208,GLOBUS MEDICAL INC,"6,804.000","216,843.48"
NPSF10030002,379577208,GLOBUS MEDICAL INC,"22,000.000","701,140.00"
NPSF10034002,379577208,GLOBUS MEDICAL INC,"4,788.000","152,593.56"
NPSF30018002,38012EAA3,GMACM HOME EQUITY LOAN HE5 1A1,"1,883,888.660","1,870,211.63"
NPSF20012002,380881CP5,GOLDEN CREDIT CARD T 2A A 144A,"420,000.000","419,546.40"
NPSF20015002,38141EA25,GOLDMAN SACHS GROUP INC/THE,"700,000.000","748,139.00"
NPSF20012002,38141EC23,GOLDMAN SACHS GROUP INC/THE,"75,000.000","78,145.50"
NPSF30018002,38141EC31,GOLDMAN SACHS GROUP INC/THE,"180,000.000","201,000.60"
NPSF30018002,38141GFD1,GOLDMAN SACHS GROUP INC/THE,"10,000.000","13,202.10"
NPSF20015002,38141GFG4,GOLDMAN SACHS GROUP INC/THE,"400,000.000","403,660.00"
NPSF20015002,38141GFM1,GOLDMAN SACHS GROUP INC/THE,"775,000.000","788,895.75"
NPSF30018002,38141GFM1,GOLDMAN SACHS GROUP INC/THE,"1,600,000.000","1,628,688.00"
NPSF20012002,38141GFM1,GOLDMAN SACHS GROUP INC/THE,"225,000.000","229,034.25"
LC1F20010002,38141GGQ1,GOLDMAN SACHS GROUP INC/THE,"200,000.000","219,108.00"
NPSF20015002,38141GGQ1,GOLDMAN SACHS GROUP INC/THE,"150,000.000","164,331.00"
NPSF20012002,38141GRC0,GOLDMAN SACHS GROUP INC/THE,"350,000.000","350,612.50"
NPSF20015002,38141GRC0,GOLDMAN SACHS GROUP INC/THE,"500,000.000","500,875.00"
NPSF20012002,38141GVK7,GOLDMAN SACHS GROUP INC/THE,"245,000.000","246,242.15"
NPSF30018002,38141GVR2,GOLDMAN SACHS GROUP INC/THE,"610,000.000","636,425.20"
NPSF20012002,38141GVR2,GOLDMAN SACHS GROUP INC/THE,"10,000.000","10,433.20"
NPSF20012002,38141GWG5,GOLDMAN SACHS GROUP INC/THE,"500,000.000","502,775.00"
NPSF30018002,38141GWL4,GOLDMAN SACHS GROUP INC/THE,"1,240,000.000","1,249,498.40"
NPSF20015002,38141GWL4,GOLDMAN SACHS GROUP INC/THE,"350,000.000","352,681.00"
NPSF20015002,38141GWQ3,GOLDMAN SACHS GROUP INC/THE,"275,000.000","274,043.00"
NPSF30018002,38145GAH3,GOLDMAN SACHS GROUP INC/THE,"160,000.000","160,225.60"
NPSF20012002,38145GAJ9,GOLDMAN SACHS GROUP INC/THE,"50,000.000","50,129.50"
NPSF20012002,38145XAA1,GOLDMAN SACHS GROUP INC/THE,"33,000.000","33,250.80"
NPSF20012002,38147MAA3,GOLDMAN SACHS GROUP INC/THE,"10,000.000","10,077.90"
NPSF20012002,38148FAB5,GOLDMAN SACHS GROUP INC/THE,"302,000.000","304,346.54"
NPSF20012002,38148LAE6,GOLDMAN SACHS GROUP INC/THE,"60,000.000","61,797.60"
NPSF30018002,38148LAF3,GOLDMAN SACHS GROUP INC/THE,"220,000.000","250,549.20"
NPSF20012002,38148YAB4,GOLDMAN SACHS GROUP INC/THE,"480,000.000","479,721.60"
NPSF30018002,382550BF7,GOODYEAR TIRE & RUBBER CO/THE,"90,000.000","92,250.00"
NPSF30018002,38375CWH9,GNMA GTD REMIC P/T 12-43 SN,"839,146.000","178,603.83"
NPSF20015002,38375QZ44,GNMA GTD REMIC P/T 08-51 GS,"796,235.460","140,360.39"
NPSF30018002,38376G5P1,GNMA GTD REMIC P/T 11-127 IO,"1,141,603.730","21,085.42"
NPSF30018002,38378B2G3,GNMA GTD REMIC P/T 12-144 IO,"6,334,313.620","215,493.35"
NPSF30018002,38378BRQ4,GNMA GTD REMIC P/T 12-55 IO,"2,180,802.330","48,893.59"
NPSF30018002,38378D2U8,GNMA GTD REMIC P/T 12-34 SA IO,"979,320.520","163,252.73"
NPSF30018002,38378X2M2,GNMA GTD REMIC P/T 15-7 IO,"1,866,698.660","112,897.93"
NPSF30018002,38378XW72,GNMA GTD REMIC P/T,"2,406,230.270","122,188.37"
NPSF30018002,38379FFB0,GNMA GTD REMIC P/T 15-167 OIIO,"148,778.330","30,283.83"
NPSF30018002,38379JA50,GNMA GTD REMIC P/T 15-36 MI IO,"536,666.110","113,794.68"
NPSF30018002,38379UY67,GNMA GTD REMIC P/T 16-152 IO,"3,395,576.213","267,639.32"
NPSF20012002,38406HAA0,GRACE 2014-GRCE MO GRCE A 144A,"445,000.000","459,142.10"
NPSF10034002,384109104,GRACO INC,"8,080.000","1,064,863.20"
LC1F10028002,384556106,GRAHAM CORP,"2,674.000","51,527.98"
NPSF10037002,384556106,GRAHAM CORP,"35,915.000","692,082.05"
NPSF10033002,384637104,GRAHAM HOLDINGS CO,817.000,"454,619.65"
NPSF10030002,38526M106,GRAND CANYON EDUCATION INC,"17,381.000","1,555,773.31"
NPSF10034002,387328107,GRANITE CONSTRUCTION INC,"5,771.000","367,554.99"
NPSF10033002,391164100,GREAT PLAINS ENERGY INC,"38,232.000","1,255,156.56"
LC1F10029002,391416104,GREAT WESTERN BANCORP INC,"3,656.000","148,397.04"
NPSF10019002,391416104,GREAT WESTERN BANCORP INC,"39,924.000","1,620,515.16"
LC1F10028002,39260X100,GREEN BANCORP INC,"1,000.000","22,150.00"
NPSF10037002,39260X100,GREEN BANCORP INC,"13,800.000","305,670.00"
LC1F10028002,395259104,GREENHILL & CO INC,"2,675.000","48,952.50"
NPSF10037002,395259104,GREENHILL & CO INC,"36,675.000","671,152.50"
NPSF10033002,397624107,GREIF INC,"4,534.000","251,773.02"
NPSF20011002,39807UAA4,GREYSTAR REAL ESTATE PART 144A,"47,000.000","50,073.80"
NPSF20012002,39808UAA3,GREYSTONE COMMERCI FL1A A 144A,"250,000.000","250,000.00"
NPSF30015002,398438408,GRIFOLS SA,"68,600.000","1,622,390.00"
NPSF20011002,398545AA1,GRINDING MEDIA INC / MOLY 144A,"250,000.000","271,875.00"
NPSF20011002,398905AK5,GROUP 1 AUTOMOTIVE INC,"165,000.000","170,313.00"
NPSF10030002,400110102,GRUBHUB INC,"23,814.000","1,453,130.28"
NPSF30015002,40049J206,GRUPO TELEVISA SAB,"42,040.000","920,255.60"
NPSF30015002,40052P107,GRUPO FINANCIERO BANORTE SAB D,"60,700.000","1,802,243.70"
NPSF20015002,40139LAA1,GUARDIAN LIFE GLOBAL FUND 144A,"425,000.000","418,064.00"
LC1F10028002,402307102,GULF ISLAND FABRICATION INC,"3,375.000","44,381.25"
NPSF10037002,402307102,GULF ISLAND FABRICATION INC,"46,425.000","610,488.75"
NPSF10033002,402635304,GULFPORT ENERGY CORP,"12,251.000","167,838.70"
NPSF10034002,402635304,GULFPORT ENERGY CORP,"14,358.000","196,704.60"
LC1F10029002,404030108,H&E EQUIPMENT SERVICES INC,"3,668.000","120,823.92"
NPSF10019002,404030108,H&E EQUIPMENT SERVICES INC,"38,594.000","1,271,286.36"
NPSF20011002,404119AJ8,HCA INC,"105,000.000","118,125.00"
NPSF20011002,404119BT5,HCA INC,"215,000.000","228,706.25"
NPSF30018002,404119BT5,HCA INC,"320,000.000","340,400.00"
NPSF30018002,404119BV0,HCA INC,"30,000.000","30,525.00"
NPSF20011002,40412CAC5,HCA HEALTHCARE INC,"430,000.000","462,787.50"
NPSF20015002,40414LAJ8,HCP INC,"445,000.000","471,379.60"
NPSF30015002,40415F101,HDFC BANK LTD,"15,900.000","1,467,570.00"
LC1F10028002,40416E103,HCI GROUP INC,"1,492.000","55,890.32"
NPSF10037002,40416E103,HCI GROUP INC,"20,637.000","773,062.02"
NPSF10030002,40418F108,HFF INC,"19,620.000","860,533.20"
NPSF10033002,404251100,HNI CORP,"3,358.000","114,910.76"
NPSF10034002,404251100,HNI CORP,"3,613.000","123,636.86"
NPSF30015002,404280406,HSBC HOLDINGS PLC,"40,310.000","1,965,918.70"
NPSF30018002,404280AU3,HSBC HOLDINGS PLC,"260,000.000","271,239.80"
NPSF30018002,404280AV1,HSBC HOLDINGS PLC,"380,000.000","391,620.40"
NPSF20012002,404280BH1,HSBC HOLDINGS PLC,"200,000.000","210,326.00"
NPSF20012002,404280BJ7,HSBC HOLDINGS PLC,"500,000.000","511,000.00"
NPSF30018002,404280BK4,HSBC HOLDINGS PLC,"400,000.000","418,932.00"
NPSF20012002,404280BL2,HSBC HOLDINGS PLC,"200,000.000","212,500.00"
NPSF20012002,40428HPB2,HSBC USA INC,"100,000.000","107,060.00"
NPSF20012002,40428HPR7,HSBC USA INC,"1,330,000.000","1,337,301.70"
NPSF10033002,404303109,HSN INC,"5,796.000","218,509.20"
NPSF20012002,40434CAD7,HSBC USA INC,"250,000.000","258,132.50"
LC1F10029002,405024100,HAEMONETICS CORP,"1,361.000","64,729.16"
NPSF10019002,405024100,HAEMONETICS CORP,"13,664.000","649,859.84"
NPSF10033002,405217100,HAIN CELESTIAL GROUP INC/THE,"18,390.000","662,407.80"
LC1F10026002,406216101,HALLIBURTON CO,"5,900.000","252,166.00"
NPSF10035002,406216101,HALLIBURTON CO,"31,500.000","1,346,310.00"
NPSF30018002,406216BG5,HALLIBURTON CO,"190,000.000","197,014.80"
NPSF30018002,406216BJ9,HALLIBURTON CO,"20,000.000","22,071.60"
NPSF30018002,406216BK6,HALLIBURTON CO,"40,000.000","44,750.80"
LC1F10029002,40650V100,HALYARD HEALTH INC,699.000,"29,462.85"
NPSF10019002,40650V100,HALYARD HEALTH INC,"7,207.000","303,775.05"
NPSF10033002,40650V100,HALYARD HEALTH INC,"8,248.000","347,653.20"
LC1F10029002,410120109,HANCOCK HOLDING CO,"3,969.000","193,488.75"
NPSF10033002,410120109,HANCOCK HOLDING CO,"15,029.000","732,663.75"
NPSF10019002,410120109,HANCOCK HOLDING CO,"43,340.000","2,112,825.00"
LC1F10028002,410495204,HANMI FINANCIAL CORP,"2,025.000","62,268.75"
NPSF10037002,410495204,HANMI FINANCIAL CORP,"28,000.000","861,000.00"
LC1F10029002,410867105,HANOVER INSURANCE GROUP INC/TH,"1,297.000","127,598.86"
NPSF10019002,410867105,HANOVER INSURANCE GROUP INC/TH,"13,675.000","1,345,346.50"
NPSF10033002,410867105,HANOVER INSURANCE GROUP INC/TH,"7,516.000","739,424.08"
LC1F10028002,412324303,HARDINGE INC,"2,300.000","38,042.00"
NPSF10037002,412324303,HARDINGE INC,"31,725.000","524,731.50"
NPSF20011002,412690AD1,HARLAND CLARKE HOLDINGS C 144A,"1,050,000.000","1,084,125.00"
NPSF20011002,412690AF6,HARLAND CLARKE HOLDINGS C 144A,"890,000.000","934,500.00"
NPSF20012002,413875AQ8,HARRIS CORP,"160,000.000","161,670.40"
NPSF30018002,413875AT2,HARRIS CORP,"60,000.000","69,359.40"
LC1F10028002,416196103,HARTE-HANKS INC,"5,900.000","6,136.00"
NPSF10037002,416196103,HARTE-HANKS INC,"82,300.000","85,592.00"
LC1F10028002,416906105,HARVARD BIOSCIENCE INC,"7,115.000","23,835.25"
NPSF10037002,416906105,HARVARD BIOSCIENCE INC,"98,125.000","328,718.75"
LC1F10028002,419596101,HAVERTY FURNITURE COS INC,"1,125.000","26,831.25"
NPSF10037002,419596101,HAVERTY FURNITURE COS INC,"15,525.000","370,271.25"
NPSF10033002,419870100,HAWAIIAN ELECTRIC INDUSTRIES I,"19,294.000","703,459.24"
NPSF10030002,419879101,HAWAIIAN HOLDINGS INC,"34,467.000","1,154,644.50"
LC1F10028002,420877201,HAYNES INTERNATIONAL INC,"1,775.000","63,332.00"
NPSF10037002,420877201,HAYNES INTERNATIONAL INC,"24,475.000","873,268.00"
NPSF10034002,421924309,HEALTHSOUTH CORP,"14,381.000","663,539.34"
NPSF10030002,421924309,HEALTHSOUTH CORP,"19,772.000","912,280.08"
LC1F10029002,421946104,HEALTHCARE REALTY TRUST INC,"2,892.000","93,238.08"
NPSF10034002,421946104,HEALTHCARE REALTY TRUST INC,"12,622.000","406,933.28"
NPSF10019002,421946104,HEALTHCARE REALTY TRUST INC,"29,035.000","936,088.40"
NPSF10033002,421946104,HEALTHCARE REALTY TRUST INC,"6,486.000","209,108.64"
NPSF20015002,42217KAU0,WELLTOWER INC,"65,000.000","69,665.70"
NPSF20015002,42217KBB1,WELLTOWER INC,"175,000.000","193,121.25"
NPSF20015002,42217KBF2,WELLTOWER INC,"85,000.000","88,368.55"
NPSF30018002,423074AS2,KRAFT HEINZ FOODS CO 144A,"88,000.000","94,120.40"
LC1F10029002,42330P107,HELIX ENERGY SOLUTIONS GROUP I,"7,618.000","51,954.76"
NPSF10019002,42330P107,HELIX ENERGY SOLUTIONS GROUP I,"80,139.000","546,547.98"
NPSF10034002,426281101,JACK HENRY & ASSOCIATES INC,"11,281.000","1,242,376.53"
LC1F10028002,42727J102,HERITAGE INSURANCE HOLDINGS IN,"1,700.000","27,268.00"
NPSF10037002,42727J102,HERITAGE INSURANCE HOLDINGS IN,"23,375.000","374,935.00"
NPSF30018002,428040CU1,HERTZ VEHICLE FINANC 1A A 144A,"700,000.000","701,862.00"
NPSF10030002,42805E306,HESKA CORP,"6,167.000","601,282.50"
NPSF20011002,42806LAA9,HERC RENTALS INC 144A,"254,000.000","274,904.20"
NPSF20015002,429827AY4,HIGHER EDUCATION FUND 1 A 144A,"295,465.100","294,572.80"
LC1F10029002,431284108,HIGHWOODS PROPERTIES INC,"2,347.000","119,814.35"
NPSF10033002,431284108,HIGHWOODS PROPERTIES INC,"7,644.000","390,226.20"
NPSF10034002,431284108,HIGHWOODS PROPERTIES INC,"8,711.000","444,696.55"
NPSF10019002,431284108,HIGHWOODS PROPERTIES INC,"25,619.000","1,307,849.95"
NPSF20011002,431318AQ7,HILCORP ENERGY I LP / HIL 144A,"470,000.000","481,162.50"
LC1F10028002,431466101,HILL INTERNATIONAL INC,"4,800.000","25,440.00"
